Umur,Kelas Pekerja,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,target
36,Pemerintah Lokal,Sekolah Professional,15,Cerai,Spesialis,Perempuan,0.0,0.0,26.0,0
50,Wiraswasta,Sarjana,13,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,26.0,1
34,Pekerja Bebas Perusahaan,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,0
35,Wiraswasta,Pendidikan Tinggi,10,Berpisah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
50,Pekerja Bebas Bukan Perusahan,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,26.0,0
24,,Pendidikan Tinggi,10,Belum Pernah Menikah,,Perempuan,0.0,0.0,40.0,0
29,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
49,,7th-8th,4,Menikah,,Laki2,0.0,0.0,58.0,0
48,Wiraswasta,SMA,9,Janda,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
42,Pekerja Bebas Bukan Perusahan,D3,12,Menikah,Sales,Laki2,0.0,0.0,40.0,0
34,Wiraswasta,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0.0,0.0,50.0,1
33,Wiraswasta,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,55.0,1
64,Pekerja Bebas Bukan Perusahan,1st-4th,2,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
51,Wiraswasta,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,38.0,0
31,Pekerja Bebas Bukan Perusahan,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,40.0,0
32,Wiraswasta,SMA,9,Menikah,Sales,Laki2,0.0,0.0,50.0,0
32,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,38.0,0
35,Wiraswasta,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,48.0,1
47,Wiraswasta,SMA,9,Menikah,Supir,Laki2,0.0,0.0,55.0,1
44,Wiraswasta,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,1
33,Wiraswasta,Doktor,16,Cerai,Sales,Laki2,0.0,0.0,58.0,1
41,Wiraswasta,5th-6th,3,Cerai,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
42,Wiraswasta,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,50.0,0
44,Pekerja Bebas Bukan Perusahan,Pendidikan Tinggi,10,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,58.0,0
51,Pemerintah Provinsi,Doktor,16,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,58.0,1
40,Wiraswasta,Pendidikan Tinggi,10,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,30.0,0
38,Pekerja Bebas Bukan Perusahan,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,42.0,0
52,Wiraswasta,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,1
48,Wiraswasta,9th,5,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
43,Pemerintah Lokal,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
48,Pekerja Bebas Perusahaan,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,1
52,Pekerja Bebas Bukan Perusahan,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,26.0,0
42,Wiraswasta,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,0
27,Wiraswasta,Pendidikan Tinggi,10,Menikah LDR,Sales,Perempuan,0.0,0.0,26.0,0
21,,D3,12,Belum Pernah Menikah,,Laki2,0.0,0.0,26.0,0
33,Pemerintah Provinsi,SMA,9,Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
23,Wiraswasta,SMA,9,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,48.0,0
44,Wiraswasta,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,43.0,0
21,Wiraswasta,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,26.0,0
79,Wiraswasta,Pendidikan Tinggi,10,Janda,Pemuka Agama,Perempuan,0.0,0.0,26.0,0
22,Wiraswasta,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,26.0,0
25,Wiraswasta,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,55.0,0
34,Wiraswasta,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,35.0,1
62,Wiraswasta,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,30.0,1
33,Pekerja Bebas Bukan Perusahan,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,40.0,0
21,,Pendidikan Tinggi,10,Belum Pernah Menikah,,Perempuan,0.0,0.0,43.0,0
22,Wiraswasta,D3,12,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
40,Wiraswasta,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,0
36,Wiraswasta,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,50.0,1
48,Pemerintah Negara,SMA,9,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,1
28,Wiraswasta,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,0
31,Pemerintah Lokal,Pendidikan Tinggi,10,Menikah,Penjaga,Laki2,0.0,0.0,50.0,1
52,Pemerintah Lokal,Master,14,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,50.0,0
34,Pekerja Bebas Perusahaan,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,58.0,1
38,Wiraswasta,D4,11,Belum Pernah Menikah,Perbaikan Kerajinan,Perempuan,0.0,0.0,40.0,0
27,Wiraswasta,11th,7,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,45.0,0
39,Wiraswasta,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,1
54,Pemerintah Provinsi,SMA,9,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,0
33,Wiraswasta,Sarjana,13,Cerai,Spesialis,Perempuan,0.0,0.0,40.0,0
29,Wiraswasta,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
55,Pemerintah Lokal,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,50.0,1
26,Wiraswasta,SMA,9,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,0
34,Wiraswasta,10th,6,Cerai,Servis Lainnya,Perempuan,0.0,0.0,38.0,0
24,,SMA,9,Belum Pernah Menikah,,Perempuan,0.0,0.0,26.0,0
31,Wiraswasta,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
53,Pekerja Bebas Perusahaan,Sarjana,13,Menikah,Pemuka Agama,Perempuan,0.0,0.0,50.0,0
67,Pekerja Bebas Bukan Perusahan,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,40.0,0
28,Wiraswasta,SMA,9,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,58.0,0
25,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,30.0,0
24,Wiraswasta,D3,12,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
22,Wiraswasta,D3,12,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
47,Wiraswasta,D4,11,Cerai,Sales,Laki2,0.0,0.0,50.0,0
64,Wiraswasta,10th,6,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,35.0,0
60,Wiraswasta,9th,5,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,37.0,0
47,Wiraswasta,Master,14,Menikah,Spesialis,Perempuan,0.0,0.0,40.0,1
39,Pemerintah Negara,D3,12,Menikah,Penjaga,Laki2,0.0,0.0,52.0,0
61,Pemerintah Provinsi,D3,12,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
43,Wiraswasta,Pendidikan Tinggi,10,Cerai,Tech-support,Laki2,0.0,0.0,40.0,1
34,Wiraswasta,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,0
17,Wiraswasta,10th,6,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,30.0,0
27,Wiraswasta,5th-6th,3,Menikah,Pembersih,Laki2,0.0,0.0,45.0,0
33,Pemerintah Provinsi,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,35.0,0
35,Wiraswasta,Pendidikan Tinggi,10,Menikah LDR,Petani,Laki2,0.0,0.0,40.0,0
63,Wiraswasta,D3,12,Menikah LDR,Pemuka Agama,Perempuan,0.0,0.0,35.0,0
69,Wiraswasta,D4,11,Janda,Pemuka Agama,Perempuan,0.0,0.0,50.0,0
44,Pemerintah Lokal,Doktor,16,Menikah LDR,Spesialis,Perempuan,0.0,0.0,38.0,0
27,Wiraswasta,Sarjana,13,Menikah,Tech-support,Perempuan,0.0,0.0,40.0,1
55,Wiraswasta,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,50.0,1
44,Wiraswasta,SMA,9,Cerai,Supir,Laki2,0.0,0.0,45.0,0
22,,Pendidikan Tinggi,10,Belum Pernah Menikah,,Laki2,0.0,0.0,26.0,0
28,Pemerintah Lokal,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,0
54,Wiraswasta,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,40.0,1
43,Wiraswasta,10th,6,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,42.0,0
60,Wiraswasta,Pendidikan Tinggi,10,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,44.0,1
42,Wiraswasta,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,40.0,1
58,Wiraswasta,D4,11,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
57,Wiraswasta,9th,5,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,35.0,0
25,Wiraswasta,SMA,9,Menikah,Supir,Laki2,0.0,0.0,30.0,0
21,Wiraswasta,SMA,9,Menikah LDR,Ekesekutif Managerial,Perempuan,0.0,0.0,58.0,0
78,,7th-8th,4,Menikah,,Laki2,0.0,0.0,58.0,0
38,Wiraswasta,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,44.0,0
37,Pemerintah Negara,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,0
47,Pekerja Bebas Bukan Perusahan,Pendidikan Tinggi,10,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,58.0,0
51,,SMA,9,Menikah,,Laki2,0.0,0.0,26.0,0
37,Wiraswasta,9th,5,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,35.0,0
21,Pemerintah Lokal,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
45,Wiraswasta,SMA,9,Menikah,Supir,Laki2,0.0,0.0,26.0,0
31,Wiraswasta,SMA,9,Janda,Perbaikan Kerajinan,Perempuan,0.0,0.0,40.0,0
27,Pemerintah Lokal,10th,6,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,58.0,0
71,Wiraswasta,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,26.0,0
50,Pekerja Bebas Perusahaan,Doktor,16,Berpisah,Spesialis,Laki2,0.0,0.0,40.0,1
22,Wiraswasta,D4,11,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,30.0,0
45,Wiraswasta,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,58.0,1
59,Wiraswasta,SMA,9,Menikah,Pembersih,Laki2,0.0,0.0,40.0,1
58,Pekerja Bebas Bukan Perusahan,D4,11,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,42.0,0
30,Wiraswasta,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,0
51,Wiraswasta,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,1
53,Wiraswasta,11th,7,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,48.0,1
39,Wiraswasta,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,58.0,0
28,Pemerintah Provinsi,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
42,Wiraswasta,SMA,9,Janda,Spesialis,Laki2,0.0,0.0,40.0,1
46,Pekerja Bebas Perusahaan,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,58.0,1
50,Wiraswasta,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,36.0,1
45,Wiraswasta,D4,11,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
53,Pemerintah Provinsi,Pendidikan Tinggi,10,Menikah,Tech-support,Laki2,0.0,0.0,40.0,1
36,Pemerintah Provinsi,Sarjana,13,Menikah,Pemuka Agama,Laki2,0.0,0.0,50.0,1
39,Pekerja Bebas Perusahaan,Master,14,Cerai,Ekesekutif Managerial,Laki2,0.0,0.0,58.0,1
49,Wiraswasta,SMA,9,Janda,Servis Lainnya,Perempuan,0.0,0.0,45.0,0
67,Wiraswasta,D4,11,Cerai,Servis Lainnya,Perempuan,0.0,0.0,26.0,0
47,Wiraswasta,SMA,9,Cerai,Asisten Rumah Tangga,Perempuan,0.0,0.0,26.0,0
59,Wiraswasta,11th,7,Cerai,Petani,Laki2,0.0,0.0,40.0,0
59,Pekerja Bebas Perusahaan,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
64,Wiraswasta,SMA,9,Menikah,Pembersih,Laki2,0.0,0.0,26.0,0
42,Wiraswasta,D3,12,Menikah,Spesialis,Laki2,0.0,0.0,50.0,0
43,Pemerintah Provinsi,Doktor,16,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,50.0,1
36,Wiraswasta,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0.0,0.0,50.0,1
39,Wiraswasta,Pendidikan Tinggi,10,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,1
42,Wiraswasta,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,26.0,0
39,Pemerintah Negara,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,0
22,Pemerintah Lokal,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,30.0,0
33,Wiraswasta,Pendidikan Tinggi,10,Menikah,Pembersih,Laki2,0.0,0.0,35.0,0
53,Pekerja Bebas Perusahaan,Pendidikan Tinggi,10,Cerai,Ekesekutif Managerial,Laki2,0.0,0.0,58.0,0
50,Wiraswasta,Doktor,16,Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
33,Wiraswasta,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,55.0,0
35,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,0
48,Wiraswasta,10th,6,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
36,Wiraswasta,7th-8th,4,Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
44,Pekerja Bebas Bukan Perusahan,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,48.0,1
76,Wiraswasta,SMA,9,Menikah,Sales,Laki2,0.0,0.0,26.0,0
47,Pekerja Bebas Perusahaan,5th-6th,3,Menikah,Supir,Laki2,0.0,0.0,50.0,0
39,Pemerintah Lokal,SMA,9,Menikah,Penjaga,Laki2,0.0,0.0,40.0,1
41,Wiraswasta,Pendidikan Tinggi,10,Cerai,Tech-support,Perempuan,0.0,0.0,40.0,0
50,,Pendidikan Tinggi,10,Menikah,,Laki2,0.0,0.0,50.0,0
38,Pemerintah Lokal,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
43,Wiraswasta,D4,11,Menikah,Supir,Laki2,0.0,0.0,32.0,1
22,Wiraswasta,SMA,9,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,0
47,Wiraswasta,SMA,9,Menikah,Supir,Laki2,0.0,0.0,48.0,0
74,Wiraswasta,10th,6,Menikah,Penjaga,Laki2,0.0,0.0,40.0,0
54,Wiraswasta,Pendidikan Tinggi,10,Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
63,Wiraswasta,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,50.0,1
65,Wiraswasta,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
29,,SMA,9,Menikah,,Laki2,0.0,0.0,40.0,0
52,Pemerintah Lokal,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
43,Pemerintah Negara,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
66,Pekerja Bebas Perusahaan,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
70,Wiraswasta,SMA,9,Menikah,Petani,Laki2,0.0,0.0,30.0,0
24,Wiraswasta,7th-8th,4,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,26.0,0
48,,11th,7,Cerai,,Perempuan,0.0,0.0,26.0,0
33,Wiraswasta,Sarjana,13,Menikah,Pemuka Agama,Perempuan,0.0,0.0,30.0,0
35,Pekerja Bebas Bukan Perusahan,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,0
45,Wiraswasta,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
33,Pemerintah Negara,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,26.0,0
25,Wiraswasta,D3,12,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,26.0,0
45,Pekerja Bebas Perusahaan,SMA,9,Menikah,Sales,Laki2,0.0,0.0,32.0,1
18,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,26.0,0
52,Wiraswasta,SMA,9,Menikah,Sales,Laki2,0.0,0.0,58.0,1
41,Pemerintah Lokal,Sarjana,13,Berpisah,Spesialis,Perempuan,0.0,0.0,26.0,0
33,Wiraswasta,SMA,9,Menikah,Supir,Laki2,0.0,0.0,55.0,0
53,Wiraswasta,7th-8th,4,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
48,Wiraswasta,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,58.0,0
24,Wiraswasta,11th,7,Menikah,Sales,Laki2,0.0,0.0,40.0,0
24,Wiraswasta,SMA,9,Berpisah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
53,Wiraswasta,11th,7,Janda,Servis Lainnya,Perempuan,0.0,0.0,47.0,0
27,Pemerintah Negara,SMA,9,Menikah,Tech-support,Laki2,0.0,0.0,40.0,0
46,Wiraswasta,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,50.0,0
53,Pemerintah Provinsi,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
41,Pemerintah Lokal,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,38.0,1
44,Pemerintah Lokal,Master,14,Menikah,Spesialis,Perempuan,0.0,0.0,40.0,1
40,Wiraswasta,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,0
20,Wiraswasta,D3,12,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,26.0,0
45,Wiraswasta,SMA,9,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,46.0,0
39,Pekerja Bebas Bukan Perusahan,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,26.0,1
27,Wiraswasta,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
52,Wiraswasta,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,45.0,0
38,Pemerintah Negara,Pendidikan Tinggi,10,Berpisah,Ekesekutif Managerial,Perempuan,0.0,0.0,45.0,0
54,Wiraswasta,1st-4th,2,Menikah,Supir,Laki2,0.0,0.0,50.0,0
51,Pekerja Bebas Bukan Perusahan,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
55,Pekerja Bebas Bukan Perusahan,D3,12,Menikah,Sales,Laki2,0.0,0.0,58.0,0
44,Pekerja Bebas Perusahaan,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,52.0,1
51,Wiraswasta,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
21,Wiraswasta,SMA,9,Belum Pernah Menikah,Pembersih,Perempuan,0.0,0.0,35.0,0
61,Pekerja Bebas Perusahaan,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,0
51,Wiraswasta,SMA,9,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,58.0,0
30,Wiraswasta,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,40.0,0
46,Wiraswasta,SMA,9,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,1
53,Wiraswasta,5th-6th,3,Menikah,Supir,Laki2,0.0,0.0,40.0,0
43,Wiraswasta,D4,11,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,48.0,1
31,Pekerja Bebas Bukan Perusahan,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,1
56,Wiraswasta,10th,6,Menikah,Servis Lainnya,Laki2,0.0,0.0,35.0,1
40,Pekerja Bebas Bukan Perusahan,SMA,9,Menikah,Petani,Laki2,0.0,0.0,58.0,1
43,Wiraswasta,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,55.0,0
25,Wiraswasta,D3,12,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
45,Wiraswasta,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,55.0,1
19,,SMA,9,Belum Pernah Menikah,,Laki2,0.0,0.0,35.0,0
52,Wiraswasta,SMA,9,Cerai,Sales,Perempuan,0.0,0.0,40.0,0
38,Pekerja Bebas Perusahaan,Sekolah Professional,15,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,45.0,0
49,Wiraswasta,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,50.0,0
52,Wiraswasta,5th-6th,3,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,50.0,0
64,Wiraswasta,SMA,9,Menikah,Pembersih,Perempuan,0.0,0.0,40.0,0
35,Wiraswasta,SMA,9,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,35.0,0
64,Pemerintah Lokal,SMA,9,Menikah,Spesialis,Perempuan,0.0,0.0,26.0,0
26,Wiraswasta,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,35.0,0
27,Pemerintah Provinsi,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
54,Wiraswasta,D4,11,Menikah,Sales,Laki2,0.0,0.0,50.0,0
36,Pemerintah Lokal,Pendidikan Tinggi,10,Menikah,Tech-support,Laki2,0.0,0.0,42.0,1
59,Wiraswasta,10th,6,Menikah,Supir,Laki2,0.0,0.0,40.0,0
21,Wiraswasta,11th,7,Berpisah,Sales,Perempuan,0.0,0.0,30.0,0
26,Pekerja Bebas Perusahaan,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,0
35,Wiraswasta,D3,12,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,50.0,0
47,Pemerintah Lokal,Pendidikan Tinggi,10,Menikah LDR,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,0
28,,12th,8,Menikah,,Perempuan,0.0,0.0,26.0,0
44,Wiraswasta,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,26.0,0
45,Pekerja Bebas Perusahaan,Master,14,Menikah,Sales,Laki2,0.0,0.0,40.0,1
46,Pemerintah Negara,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,38.0,1
47,Wiraswasta,Pendidikan Tinggi,10,Berpisah,Pemuka Agama,Perempuan,0.0,0.0,50.0,1
27,Pekerja Bebas Bukan Perusahan,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,0
27,Wiraswasta,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,0
25,Wiraswasta,SMA,9,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,58.0,0
60,Pekerja Bebas Bukan Perusahan,Pendidikan Tinggi,10,Menikah,Petani,Laki2,0.0,0.0,26.0,0
23,Wiraswasta,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,40.0,0
36,Pekerja Bebas Bukan Perusahan,Sarjana,13,Menikah,Supir,Laki2,0.0,0.0,48.0,0
47,Wiraswasta,5th-6th,3,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
22,Wiraswasta,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,55.0,0
21,Wiraswasta,12th,8,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,26.0,0
28,Wiraswasta,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
59,Pekerja Bebas Bukan Perusahan,SMA,9,Menikah,Sales,Laki2,0.0,0.0,58.0,0
36,Pemerintah Lokal,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
47,Pemerintah Negara,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Perempuan,0.0,0.0,30.0,0
31,Pekerja Bebas Perusahaan,D4,11,Menikah,Petani,Laki2,0.0,0.0,55.0,0
45,Wiraswasta,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
56,Pemerintah Lokal,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,50.0,1
37,Wiraswasta,5th-6th,3,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
40,Wiraswasta,Sarjana,13,Menikah LDR,Sales,Laki2,0.0,0.0,40.0,1
43,Wiraswasta,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,58.0,1
37,Wiraswasta,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,26.0,0
25,Wiraswasta,Master,14,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,58.0,0
39,Wiraswasta,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,55.0,1
23,Wiraswasta,11th,7,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,58.0,0
40,Wiraswasta,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,0
